marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,sentiment,cleaned_review_body
US,768594,R1GXMSUUFVENK4,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,0,1,N,Y,The unit came with NO directions of use of any ...,The unit came with NO directions of use of any kind.  Don't know how to use it.  Guess I will have to buy a kindle.,2015-08-31,0,unit came direct use kind dont know use guess buy kindl
US,12223745,R1LDGPAS333WJO,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,how did I ever get along without this.,"It works so well, and fast! Not using it much yet until case comes in for fear of scratching fab display!",2015-08-31,1,work well fast use much yet case come fear scratch fab display
US,53092087,RISQLKYZ70X5Z,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,Y,Three Stars,Good value but the operating system is a little buggy. It periodically crashes and requires rebooting.,2015-08-31,0,good valu oper system littl buggi period crash requir reboot
US,6172621,RIWQM94XCZJPO,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Excellent sound. I love my new Kindle Fire HD,This generation has perfected the placement of all the ports. Very fast operation. Excellent sound. I love my new Kindle Fire HD!!,2015-08-30,1,gener perfect placement port fast oper excel sound love new kindl fire hd
US,23048224,RBUHSGE7FX4AA,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,Love it.,2015-08-30,1,love
US,50887301,R2TDWLHX1L1XUT,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Five Stars,Love it.,2015-08-30,1,love
US,9852950,R2WAIRGEM0LS38,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Kindle is the way to go.,"Kindle is like a little computer that is lite to carry n your pocketbook n take with u everywhere.  The site comes n clear n safe. I use this device, more than my laptop. I can't wait to explore what else it has to offer.",2015-08-30,1,kindl like littl comput lite carri n pocketbook n take u everywher site come n clear n safe use devic laptop cant wait explor el offer
US,30914466,R39YPW3MA4GMF3,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,N,Four Stars,Good choice,2015-08-30,1,good choic
US,15483840,R3K8565SSEPAA7,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,Y,I like everything about it except that I don't think the ...,I like everything about it except that I don't think the battery lasts as long as my other one did.,2015-08-30,1,like everyth except dont think batteri last long one
US,25308587,R1C20D21ID5X0H,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,It is so easy to use. Books are easy to read and I carry it everywhere with me.,2015-08-30,1,easi use book easi read carri everywher
US,39670099,R27L8TRSVSG82Y,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Five Stars,Great product,2015-08-30,1,great product
US,26448630,REWYNRABSBG08,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,in love,I have two. One for each of us. We both love them!!,2015-08-30,1,two one u love
US,716040,R16IDB66K83LSK,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Fantastic!,Fantastic!😯,2015-08-30,1,fantast
US,32097408,R1M3RSOHPPPKOP,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,0,0,N,Y,We have two kindle fires. The 7 and the ...,We have two kindle fires. The 7 and the 6. They will not connect to my WiFi and if I finally get them to connect it only lasts for a few minutes. I have tried everything to fix but nothing works. I will never buy another kindle fire... Amazon doesn't offer any help to fix the problem.,2015-08-30,0,two kindl fire connect wifi final get connect last minut tri everyth fix noth work never buy anoth kindl fire amazon doesnt offer help fix problem
US,35318032,R1ZHNJ3F5OOQQH,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,1,1,N,Y,So far so good. Wanted a small reader that could also be ...,So far so good.  Wanted a small reader that could also be used to access my e-mail and this looks like it will fill the bill.  Will be able to travel and leave my laptop at home.  Love that it has a USB port.,2015-08-30,1,far good want small reader could also use access email look like fill bill abl travel leav laptop home love usb port
US,7096326,RK8SS6CAJMT6R,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,0,0,N,Y,One Star,"Bad assemble, barely works.",2015-08-30,0,bad assembl bare work
US,16634074,RP9XSID0IBDSM,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Perfectly Amazing!!!!!  ,Great product but hard to find a good case,2015-08-30,1,great product hard find good case
US,6842005,R6SLIT11M70C8,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Amazing,It's so much faster. It's screen is a bigger.,2015-08-30,1,much faster screen bigger
US,11208721,R1SJYAKBAYFSFK,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,Y,Where can I find the link to install wechat on my kindle fire?,I love this device but tried so many times still can't get wechat installed on my kindle fire. Help!,2015-08-30,1,love devic tri mani time still cant get wechat instal kindl fire help
US,1241664,R2Y6CG2Y1YE8NA,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Five Stars,I love it.,2015-08-29,1,love
US,13131421,RGLR9RVUKQ9OO,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,Love it!,2015-08-29,1,love
US,1798122,R21LCDWVU5PXLL,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,Gift for grandson and he loves it!,2015-08-29,1,gift grandson love
US,12475876,R3C8U38A1RU7NL,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,1,1,N,N,Highway ROBBERY!!!!!!,"My mother bought this and it started having problems 8 months after she bought it, well it quit working 8 days after the 1 year mark and they REFUSE to replace it (told us she has to pay for a replacement).  They said that they don't even fix their products...Why would you sell a product that you cannot repair.  Mom is on a fixed income and cannot afford to buy another one.  I have 4 different Kindle products at this moment and now will be getting rid of ALL of them and going to the Ipads (at least they fix their products)",2015-08-29,0,mother bought start problem month bought well quit work day year mark refus replac told u pay replac said dont even fix productswhi would sell product repair mom fix incom afford buy anoth one differ kindl product moment get rid go ipad least fix product
US,918524,R243R2OBAGOCI7,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Love It.,Great product.  Received earlier than expected.  Expect to enjoy it greatly,2015-08-29,1,great product receiv earlier expect expect enjoy greatli
US,45939382,R3MAP2MNK0OW9C,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,"I love this little unite so far, and has more than I thought it would",2015-08-29,1,love littl unit far thought would
US,2977087,R2U7JV60EY1BV6,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,Y,Reading books it's ok but not a great tablet for all of the choices available on other ...,Very limited number of apps. Reading books it's ok but not a great tablet for all of the choices available on other devices.,2015-08-29,0,limit number app read book ok great tablet choic avail devic
US,10333619,R3M3FNW2EZ7YJF,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Exceeds!,Exceeds all expectations!,2015-08-29,1,exce expect
US,30718366,R2P2XC0M072KKK,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,Excellent,2015-08-29,1,excel
US,22352445,R2NXTHRMQ6H7VX,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,My 8 and 7 year old love their tablets!,2015-08-29,1,year old love tablet
US,43234894,RPHUKQ3EEC9LJ,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,I love it!!,2015-08-29,1,love
US,25590101,RDSO4JEFMKNYX,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,Excellent,2015-08-29,1,excel
US,46771026,R2ZAL750H9KDT2,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,Y,good,"Like , this is my third one",2015-08-29,0,like third one
US,33675477,R2V281EFO9F3EX,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,It is a good product for the price,It is a good product for the price. Good quality and a variety of features. Good for the entire family.,2015-08-29,1,good product price good qualiti varieti featur good entir famili
US,44617013,R3B5NGIJMM6ZY2,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Convenient,I loved the tablet better than the computer because of convenience,2015-08-29,1,love tablet better comput conveni
US,44787781,R1JTEI82CUNE5M,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Love it for the price,"Love it for the price. Works great, much cheaper than an iPad. Battery life could be a bit better but that is my only issue.",2015-08-29,1,love price work great much cheaper ipad batteri life could bit better issu
US,12105035,R2CVB07RLHMK3,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,I love it! It does everything I need it to!,2015-08-29,1,love everyth need
US,19786554,R37O100L48OKF0,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,I loved my first generation Kindle Fire for three years before ...,"I loved my first generation Kindle Fire for three years before I sadly had to lay it to rest, and the fault was entirely mine. In all that time the only problem I ever had was with the charger, which did not work unless I had it plugged in at a very specific angle. I called tech support and they sent me a new charger, free of charge, just to make sure it was the charger and not the device. The woman I spoke to was very helpful and it turned out the new charger worked fine so the original charger was defective, not my Kindle. Both my son and I loved playing games and reading books on the Kindle Fire and occasionally watching videos we downloaded. We used it on a daily basis and I was very sad when I broke it. I had taken it to an eye doctor appointment so I could read while I waited and that is where the accident happened. As I rolled the chair over to the glaucoma testing machine, my Kindle flew out of my lap and slammed into the metal base of the machine...I guess I was rolling a little too enthusiastically. The device appeared to be fine, the screen didn't even have a scratch on it, but when I turned it on all I had was a half blue/half black screen. I haven't called tech support because it was a great excuse for me to get the new, larger Kindle Fire I had been thinking about buying anyway. I don't understand the negative reviews of this product at all; if my Kindle can slam into the metal base of a machine and not break the screen, I have a hard time believing falling three feet on to grass or off the arm of the living room chair can break the screen. I suspect  the negative reviews are exaggerated by people upset at their own or their kid's clumsiness. I highly recommend the Kindle Fire, it is a great tablet for all of its many uses!",2015-08-29,1,love first gener kindl fire three year sadli lay rest fault entir mine time problem ever charger work unless plug specif angl call tech support sent new charger free charg make sure charger devic woman spoke help turn new charger work fine origin charger defect kindl son love play game read book kindl fire occasion watch video download use daili basi sad broke taken eye doctor appoint could read wait accid happen roll chair glaucoma test machin kindl flew lap slam metal base machinei guess roll littl enthusiast devic appear fine screen didnt even scratch turn half bluehalf black screen havent call tech support great excus get new larger kindl fire think buy anyway dont understand neg review product kindl slam metal base machin break screen hard time believ fall three foot grass arm live room chair break screen suspect neg review exagger peopl upset kid clumsi highli recommend kindl fire great tablet mani use
US,5086684,R1G07BTSJVSY25,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,Y,The camera is poor. The downloads are easy,The camera is poor.  The downloads are easy.,2015-08-28,0,camera poor download easi
US,50203880,RRCC927GFAVRK,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Cant beat the price for the quality,This is the 4th Kindle that I have purchased in the past couple of years as gifts.  Great tablet.  I got this one for my sister and she loves it.,2015-08-28,1,th kindl purchas past coupl year gift great tablet got one sister love
US,31800968,R2N4XQ3MW4RMLF,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Great product for a very reasonable price,Great product for a very reasonable price.  I am amazed at all it can do.  I like the 7 inch screen for is more book-size for reading.  I can now look at magazines in color!  Thank you for developing such a wonderful gadget.,2015-08-28,1,great product reason price amaz like inch screen booksiz read look magazin color thank develop wonder gadget
US,12484323,R2AIP9DC0JOHLJ,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,N,There were a few features on my first Kindle Fire ...,There were a few features on my first Kindle Fire that I was unable to figure out on this one. It could be that I am not tech savvy.,2015-08-28,1,featur first kindl fire unabl figur one could tech savvi
US,20613152,R11WY80BP3ISK,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,KINDLE HD7,"Got it for my wife, she spends a lot of time on it, so far no complaints.  Amazon on the special sales day had it for $79, I tried to purchase then bought there were problems trying to put it in my cart, contacted Amazon explained situation and they sold it to me at sales price. GREAT OUTFIT.",2015-08-28,1,got wife spend lot time far complaint amazon special sale day tri purchas bought problem tri put cart contact amazon explain situat sold sale price great outfit
US,11723347,R8D1GQKP5D6YC,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,This Kindle is so much better than the one I bought 3 years ago,This Kindle is so much better than the one I bought 3 years ago. It's so much faster! Advice: get more GB. I'm having to decide what to keep and let go off my device.,2015-08-28,1,kindl much better one bought year ago much faster advic get gb im decid keep let go devic
US,905137,R13VH10V67SKEO,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Amazing Tablet!!!,This has amazing sound!!! The quality of this tablet is great!!! I love it alot more then I thought I would!! A great value!!!,2015-08-28,1,amaz sound qualiti tablet great love alot thought would great valu
US,4294708,RIF4ISMBGVE7Y,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,Great,2015-08-28,1,great
US,1024433,R20OI0K966KYJE,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,Great product,2015-08-28,1,great product
US,7076594,R2J4X1XHEDBRJD,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,better and better and easier than first kindle.,More than I expected...startup was much easier than I expected.,2015-08-28,1,expectedstartup much easier expect
US,43560732,R21IB34B4DVZ3H,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,0,0,N,N,Disappointing,"Disappointing, Android? Not really - Google Play etc. not available, no functional Instagram. Prime free books not what I hoped, works fine as a reader with Overdrive/library once I figured out not to download for Kindle, use epub. It was inexpensive on prime day, my expectations were not met though.",2015-08-28,0,disappoint android realli googl play etc avail function instagram prime free book hope work fine reader overdrivelibrari figur download kindl use epub inexpens prime day expect met though
US,18553141,R1EK6R6GJ9TJBV,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,1,1,N,N,Disappointed. One month and broken already,"I've had my Kindle 1 month, only use it s few times a week and it's already broken. Suddenly one day it no longer turned on. I tried the power hold button for 30s to reset and doesn't work. Charged for hours doesn't work. Wish I would have read more of the negative reviews for to see that this device isn't very reliable. Still waiting to hear back from Amazon to see if they will help fix the issue on my new device or not. Really bummed.",2015-08-28,0,ive kindl month use time week alreadi broken suddenli one day longer turn tri power hold button reset doesnt work charg hour doesnt work wish would read neg review see devic isnt reliabl still wait hear back amazon see help fix issu new devic realli bum
US,47727227,R3NES1NYVMS90C,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,0,0,N,N,Don't Bother,"Don't bother. Every time you want to watch a video or a tv episode you will find that the app you need &#34;is not compatible&#34; with this device. Damned expensive for an e-reader, which is all you will be able to do with this.",2015-08-28,0,dont bother everi time want watch video tv episod find app need compat devic damn expens eread abl
US,50046149,R2XR4QYNCAKWMB,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,I ahve never been one not to love turning pages in of a book,"I go tthis because my mother encouraged to get one. She knows me well. I ahve never been one not to love turning pages in of a book, but I will try and get to love it like my mom.",2015-08-28,1,go tthi mother encourag get one know well ahv never one love turn page book tri get love like mom
US,31324505,RB3VBJXN19KV4,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,new 7 is awesome!!,"Finally retired my old kindal, new 7 is awesome! !",2015-08-27,1,final retir old kindal new awesom
US,47876911,R1RYPAA4388K3G,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,Excellent!!!,2015-08-27,1,excel
US,2567321,R2MDNNWYK8A97P,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,I really like it. I have had no problems,I bought my kindle fire. A couple of months ago.  I really like it. I have had no problems. So far. My only complaint  is. I wish the sub or charging cord. Was longer. Because I have this thing that I like to read while my tablets charging.,2015-08-27,1,bought kindl fire coupl month ago realli like problem far complaint wish sub charg cord longer thing like read tablet charg
US,31175660,R3ASF35AZGMKT5,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Yay! The power button is on top of the device!,"This is my fourth Kindle with the last three being Kindle Fires.  The first lasted 4+ years, but then I accidentally cracked the display.  My granddaughter is now the proud owner of the second.  I find I like to have two Kindles on hand, so I never have to be tethered to a charger while I try to quickly (and sometimes uncomfortably) read the last chapter of a good book.  The phone app is okay in a reading emergency, but I find it is not quite heavy enough to wake me up when it hits me in the face if I have fallen asleep while reading ;)  So, my newest Fire gets 5 stars because finally the designers were thinking like actual Kindle users by putting the power button at the top of the device instead of at the bottom where it was too easy to accidentally power cycle.  The charging port is at the top as well which is nice.  Otherwise, this device is pretty much the same as the last one.  Good job Amazon!",2015-08-27,1,fourth kindl last three kindl fire first last year accident crack display granddaught proud owner second find like two kindl hand never tether charger tri quickli sometim uncomfort read last chapter good book phone app okay read emerg find quit heavi enough wake hit face fallen asleep read newest fire get star final design think like actual kindl user put power button top devic instead bottom easi accident power cycl charg port top well nice otherwis devic pretti much last one good job amazon
US,18851448,R34GEEEUACXIQ2,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Five Stars,It's a great little tablet. I'm very happy with it.,2015-08-27,1,great littl tablet im happi
US,17536953,R1V98P5EX2Z58R,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Five Stars,is exactly what it says it would be,2015-08-27,1,exactli say would
US,178141,R2KH7VU1ZU7WQQ,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Outstanding is an understatement.,Superb would be an understatement. Wish I had it years ago. Thanks a million.,2015-08-27,1,superb would understat wish year ago thank million
