marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,sentiment
US,768594,R1GXMSUUFVENK4,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,0,1,N,Y,The unit came with NO directions of use of any ...,The unit came with NO directions of use of any kind.  Don't know how to use it.  Guess I will have to buy a kindle.,2015-08-31,0
US,12223745,R1LDGPAS333WJO,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,how did I ever get along without this.,"It works so well, and fast! Not using it much yet until case comes in for fear of scratching fab display!",2015-08-31,1
US,53092087,RISQLKYZ70X5Z,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,Y,Three Stars,Good value but the operating system is a little buggy. It periodically crashes and requires rebooting.,2015-08-31,0
US,6172621,RIWQM94XCZJPO,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Excellent sound. I love my new Kindle Fire HD,This generation has perfected the placement of all the ports. Very fast operation. Excellent sound. I love my new Kindle Fire HD!!,2015-08-30,1
US,23048224,RBUHSGE7FX4AA,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,Love it.,2015-08-30,1
US,50887301,R2TDWLHX1L1XUT,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Five Stars,Love it.,2015-08-30,1
US,9852950,R2WAIRGEM0LS38,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Kindle is the way to go.,"Kindle is like a little computer that is lite to carry n your pocketbook n take with u everywhere.  The site comes n clear n safe. I use this device, more than my laptop. I can't wait to explore what else it has to offer.",2015-08-30,1
US,30914466,R39YPW3MA4GMF3,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,N,Four Stars,Good choice,2015-08-30,1
US,15483840,R3K8565SSEPAA7,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,Y,I like everything about it except that I don't think the ...,I like everything about it except that I don't think the battery lasts as long as my other one did.,2015-08-30,1
US,25308587,R1C20D21ID5X0H,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,It is so easy to use. Books are easy to read and I carry it everywhere with me.,2015-08-30,1
US,39670099,R27L8TRSVSG82Y,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Five Stars,Great product,2015-08-30,1
US,26448630,REWYNRABSBG08,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,in love,I have two. One for each of us. We both love them!!,2015-08-30,1
US,716040,R16IDB66K83LSK,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Fantastic!,Fantastic!😯,2015-08-30,1
US,32097408,R1M3RSOHPPPKOP,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,0,0,N,Y,We have two kindle fires. The 7 and the ...,We have two kindle fires. The 7 and the 6. They will not connect to my WiFi and if I finally get them to connect it only lasts for a few minutes. I have tried everything to fix but nothing works. I will never buy another kindle fire... Amazon doesn't offer any help to fix the problem.,2015-08-30,0
US,35318032,R1ZHNJ3F5OOQQH,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,1,1,N,Y,So far so good. Wanted a small reader that could also be ...,So far so good.  Wanted a small reader that could also be used to access my e-mail and this looks like it will fill the bill.  Will be able to travel and leave my laptop at home.  Love that it has a USB port.,2015-08-30,1
US,7096326,RK8SS6CAJMT6R,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,0,0,N,Y,One Star,"Bad assemble, barely works.",2015-08-30,0
US,16634074,RP9XSID0IBDSM,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Perfectly Amazing!!!!!  ,Great product but hard to find a good case,2015-08-30,1
US,6842005,R6SLIT11M70C8,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Amazing,It's so much faster. It's screen is a bigger.,2015-08-30,1
US,11208721,R1SJYAKBAYFSFK,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,Y,Where can I find the link to install wechat on my kindle fire?,I love this device but tried so many times still can't get wechat installed on my kindle fire. Help!,2015-08-30,1
US,1241664,R2Y6CG2Y1YE8NA,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Five Stars,I love it.,2015-08-29,1
US,13131421,RGLR9RVUKQ9OO,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,Love it!,2015-08-29,1
US,1798122,R21LCDWVU5PXLL,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,Gift for grandson and he loves it!,2015-08-29,1
US,12475876,R3C8U38A1RU7NL,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,1,1,N,N,Highway ROBBERY!!!!!!,"My mother bought this and it started having problems 8 months after she bought it, well it quit working 8 days after the 1 year mark and they REFUSE to replace it (told us she has to pay for a replacement).  They said that they don't even fix their products...Why would you sell a product that you cannot repair.  Mom is on a fixed income and cannot afford to buy another one.  I have 4 different Kindle products at this moment and now will be getting rid of ALL of them and going to the Ipads (at least they fix their products)",2015-08-29,0
US,918524,R243R2OBAGOCI7,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Love It.,Great product.  Received earlier than expected.  Expect to enjoy it greatly,2015-08-29,1
US,45939382,R3MAP2MNK0OW9C,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,"I love this little unite so far, and has more than I thought it would",2015-08-29,1
US,2977087,R2U7JV60EY1BV6,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,Y,Reading books it's ok but not a great tablet for all of the choices available on other ...,Very limited number of apps. Reading books it's ok but not a great tablet for all of the choices available on other devices.,2015-08-29,0
US,10333619,R3M3FNW2EZ7YJF,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Exceeds!,Exceeds all expectations!,2015-08-29,1
US,30718366,R2P2XC0M072KKK,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,Excellent,2015-08-29,1
US,22352445,R2NXTHRMQ6H7VX,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,My 8 and 7 year old love their tablets!,2015-08-29,1
US,43234894,RPHUKQ3EEC9LJ,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,I love it!!,2015-08-29,1
US,25590101,RDSO4JEFMKNYX,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,Excellent,2015-08-29,1
US,46771026,R2ZAL750H9KDT2,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,Y,good,"Like , this is my third one",2015-08-29,0
US,33675477,R2V281EFO9F3EX,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,It is a good product for the price,It is a good product for the price. Good quality and a variety of features. Good for the entire family.,2015-08-29,1
US,44617013,R3B5NGIJMM6ZY2,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Convenient,I loved the tablet better than the computer because of convenience,2015-08-29,1
US,44787781,R1JTEI82CUNE5M,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Love it for the price,"Love it for the price. Works great, much cheaper than an iPad. Battery life could be a bit better but that is my only issue.",2015-08-29,1
US,12105035,R2CVB07RLHMK3,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,I love it! It does everything I need it to!,2015-08-29,1
US,19786554,R37O100L48OKF0,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,I loved my first generation Kindle Fire for three years before ...,"I loved my first generation Kindle Fire for three years before I sadly had to lay it to rest, and the fault was entirely mine. In all that time the only problem I ever had was with the charger, which did not work unless I had it plugged in at a very specific angle. I called tech support and they sent me a new charger, free of charge, just to make sure it was the charger and not the device. The woman I spoke to was very helpful and it turned out the new charger worked fine so the original charger was defective, not my Kindle. Both my son and I loved playing games and reading books on the Kindle Fire and occasionally watching videos we downloaded. We used it on a daily basis and I was very sad when I broke it. I had taken it to an eye doctor appointment so I could read while I waited and that is where the accident happened. As I rolled the chair over to the glaucoma testing machine, my Kindle flew out of my lap and slammed into the metal base of the machine...I guess I was rolling a little too enthusiastically. The device appeared to be fine, the screen didn't even have a scratch on it, but when I turned it on all I had was a half blue/half black screen. I haven't called tech support because it was a great excuse for me to get the new, larger Kindle Fire I had been thinking about buying anyway. I don't understand the negative reviews of this product at all; if my Kindle can slam into the metal base of a machine and not break the screen, I have a hard time believing falling three feet on to grass or off the arm of the living room chair can break the screen. I suspect  the negative reviews are exaggerated by people upset at their own or their kid's clumsiness. I highly recommend the Kindle Fire, it is a great tablet for all of its many uses!",2015-08-29,1
US,5086684,R1G07BTSJVSY25,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,Y,The camera is poor. The downloads are easy,The camera is poor.  The downloads are easy.,2015-08-28,0
US,50203880,RRCC927GFAVRK,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Cant beat the price for the quality,This is the 4th Kindle that I have purchased in the past couple of years as gifts.  Great tablet.  I got this one for my sister and she loves it.,2015-08-28,1
US,31800968,R2N4XQ3MW4RMLF,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Great product for a very reasonable price,Great product for a very reasonable price.  I am amazed at all it can do.  I like the 7 inch screen for is more book-size for reading.  I can now look at magazines in color!  Thank you for developing such a wonderful gadget.,2015-08-28,1
US,12484323,R2AIP9DC0JOHLJ,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,N,There were a few features on my first Kindle Fire ...,There were a few features on my first Kindle Fire that I was unable to figure out on this one. It could be that I am not tech savvy.,2015-08-28,1
US,20613152,R11WY80BP3ISK,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,KINDLE HD7,"Got it for my wife, she spends a lot of time on it, so far no complaints.  Amazon on the special sales day had it for $79, I tried to purchase then bought there were problems trying to put it in my cart, contacted Amazon explained situation and they sold it to me at sales price. GREAT OUTFIT.",2015-08-28,1
US,11723347,R8D1GQKP5D6YC,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,This Kindle is so much better than the one I bought 3 years ago,This Kindle is so much better than the one I bought 3 years ago. It's so much faster! Advice: get more GB. I'm having to decide what to keep and let go off my device.,2015-08-28,1
US,905137,R13VH10V67SKEO,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Amazing Tablet!!!,This has amazing sound!!! The quality of this tablet is great!!! I love it alot more then I thought I would!! A great value!!!,2015-08-28,1
US,4294708,RIF4ISMBGVE7Y,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,Great,2015-08-28,1
US,1024433,R20OI0K966KYJE,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,Great product,2015-08-28,1
US,7076594,R2J4X1XHEDBRJD,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,better and better and easier than first kindle.,More than I expected...startup was much easier than I expected.,2015-08-28,1
US,43560732,R21IB34B4DVZ3H,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,0,0,N,N,Disappointing,"Disappointing, Android? Not really - Google Play etc. not available, no functional Instagram. Prime free books not what I hoped, works fine as a reader with Overdrive/library once I figured out not to download for Kindle, use epub. It was inexpensive on prime day, my expectations were not met though.",2015-08-28,0
US,18553141,R1EK6R6GJ9TJBV,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,1,1,N,N,Disappointed. One month and broken already,"I've had my Kindle 1 month, only use it s few times a week and it's already broken. Suddenly one day it no longer turned on. I tried the power hold button for 30s to reset and doesn't work. Charged for hours doesn't work. Wish I would have read more of the negative reviews for to see that this device isn't very reliable. Still waiting to hear back from Amazon to see if they will help fix the issue on my new device or not. Really bummed.",2015-08-28,0
US,47727227,R3NES1NYVMS90C,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,0,0,N,N,Don't Bother,"Don't bother. Every time you want to watch a video or a tv episode you will find that the app you need &#34;is not compatible&#34; with this device. Damned expensive for an e-reader, which is all you will be able to do with this.",2015-08-28,0
US,50046149,R2XR4QYNCAKWMB,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,I ahve never been one not to love turning pages in of a book,"I go tthis because my mother encouraged to get one. She knows me well. I ahve never been one not to love turning pages in of a book, but I will try and get to love it like my mom.",2015-08-28,1
US,31324505,RB3VBJXN19KV4,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,new 7 is awesome!!,"Finally retired my old kindal, new 7 is awesome! !",2015-08-27,1
US,47876911,R1RYPAA4388K3G,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,Excellent!!!,2015-08-27,1
US,2567321,R2MDNNWYK8A97P,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,I really like it. I have had no problems,I bought my kindle fire. A couple of months ago.  I really like it. I have had no problems. So far. My only complaint  is. I wish the sub or charging cord. Was longer. Because I have this thing that I like to read while my tablets charging.,2015-08-27,1
US,31175660,R3ASF35AZGMKT5,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Yay! The power button is on top of the device!,"This is my fourth Kindle with the last three being Kindle Fires.  The first lasted 4+ years, but then I accidentally cracked the display.  My granddaughter is now the proud owner of the second.  I find I like to have two Kindles on hand, so I never have to be tethered to a charger while I try to quickly (and sometimes uncomfortably) read the last chapter of a good book.  The phone app is okay in a reading emergency, but I find it is not quite heavy enough to wake me up when it hits me in the face if I have fallen asleep while reading ;)  So, my newest Fire gets 5 stars because finally the designers were thinking like actual Kindle users by putting the power button at the top of the device instead of at the bottom where it was too easy to accidentally power cycle.  The charging port is at the top as well which is nice.  Otherwise, this device is pretty much the same as the last one.  Good job Amazon!",2015-08-27,1
US,18851448,R34GEEEUACXIQ2,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Five Stars,It's a great little tablet. I'm very happy with it.,2015-08-27,1
US,17536953,R1V98P5EX2Z58R,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Five Stars,is exactly what it says it would be,2015-08-27,1
US,178141,R2KH7VU1ZU7WQQ,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Outstanding is an understatement.,Superb would be an understatement. Wish I had it years ago. Thanks a million.,2015-08-27,1
US,4479778,R2HMEFC860H1BT,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Kindle,"Replaced an older Kindle fire, enjoy using the new Fire HD",2015-08-27,1
US,1343945,R1XTNCE5YWH8WJ,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,0,0,N,Y,Not satisfied at all with this product,Unit locks up all of the time. Tech support asked that I use it for 10 days or so and see if it keeps doing it? Not satisfied at all with this product.,2015-08-27,0
US,23124319,R3GW4DJGBMD2VV,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,love it love it love it wanted one for years,2015-08-27,1
US,21008317,R19WHQZ3QAEY7R,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,"Easy to Configure, Great Pic for my Shows, Glad Pmt Plan was Available","It just arrived- already charged.  I logged into my wifi then I set up my email, my Netflix, my Hulu, my HBOgo in minutes and I'm a moderately low tech person.  No problems.  I watched a few shows to check it out and was amazed that there were no problems- No weird &#34;WTH is happening?&#34; issues, and the viewing on the 7&#34; is so clear and crisp.  Great for taking on my vacation and to work so I don't miss my shows or emails.  Will have to play with it more for the other aps.  So glad they added the payment plan so I didn't feel guilty about buying it for myself. I wonder why they don't do the Amazon Prime as monthly payments like Hulu and Netflix?  I don't like the idea of repeating all-at-once big annual ACH that I might forget is going to hit my account so I haven't gone for the Prime even though I also have the Firestick for my TV and love that too.",2015-08-27,1
US,34828041,R1HHLE0EBZDKN7,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Five Stars,so far so good - my first tablet and I enjoy ALL the features it has,2015-08-27,1
US,22072805,R2YTDYU3XGT430,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,Excellent product.,2015-08-27,1
US,24558911,R26V757AYW81KM,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,New ones even better. Easy to navigate through and overall lovely,Had an original fire. New ones even better. Easy to navigate through and overall lovely.,2015-08-27,1
US,18249514,R2O130QXUDOL3V,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Great,Yes it did and am very happy.Still checking it out and learning about it ready to start ordering books again.,2015-08-27,1
US,13505357,R3A6PJ5Q8XKPG5,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,The first one was damaged by accident and i wanted to get the same thing as I was very happy with it,This is my econd Kindel Fire. The first one was damaged by accident and i wanted to get the same thing as I was very happy with it.,2015-08-27,1
US,45781152,R1ZH4E7Z9BG7WH,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,Y,Standard problem. Standard solution.,"Good product. My problem: big hands, small keyboard. Desk top with standard keyboard and printer, although not portable, works best.",2015-08-27,1
US,13643289,R2AM4Y9QI2N3VF,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,Perfect for what it's intended.,2015-08-27,1
US,35245974,R2Y8SQ6Y4W1DC8,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,Nice! Love these things,2015-08-27,1
US,32709257,R3403GKBT9W1OW,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,great deal! $79.99,Works grat for me!,2015-08-27,1
US,51498323,R2O530YQ62K1S0,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,awesome and use it every day,2015-08-26,1
US,786326,RF10H75XUUM0Y,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,"All was great , Thanks",2015-08-26,1
